id,name,type,model,description,price,length_cm,height_cm,width_cm,weight_kg,technical_specs,technical_doc,confidence_score,retries_number
01K095WRFSXDGMQGQADVH8KPD1,AGUILAR - DB115,Baffles basse,DB115,"Conçu pour offrir un grave profond et ample avec un médium bien affirmé, le Aguilar DB115 est un baffle 1x15 idéal en config stand‑alone ou en complément d’un 2x10/4x10 pour un stack très polyvalent et puissant.",799,0,0,0,0,"{'Puissance': '400 W RMS', 'Impédance': '8 Ω', 'Réponse en fréquence': '32 Hz – 3 kHz', 'Sensibilité': '96 dB (1 W / 1 m)', 'Haut-parleur': '1 × 38 cm (15"") Eminence, châssis moulé, aimant céramique', 'Type de charge': 'Baffle bass-reflex, full range sans tweeter', 'Connectique': '1 × Speakon Neutrik, 2 × jack 6,35 mm', 'Construction': 'Contreplaqué bouleau 13 plis, qualité Baltic birch'}",https://www.aguilar.com/products/cabinets/db-115/,,4
01K095WRFSXDGMQGQADVH8KPD1,AGUILAR - DB115,Baffles basse,DB115,"Conçu pour offrir un grave profond et ample avec un médium bien affirmé, le Aguilar DB115 est un baffle 1x15 idéal en config stand‑alone ou en complément d’un 2x10/4x10 pour un stack très polyvalent et puissant.",799,0,0,0,0,"{'Puissance': '400 W RMS', 'Impédance': '8 Ω', 'Réponse en fréquence': '32 Hz – 3 kHz', 'Sensibilité': '96 dB (1 W / 1 m)', 'Haut-parleur': '1 × 38 cm (15"") Eminence, châssis moulé, aimant céramique', 'Type de charge': 'Baffle bass-reflex, full range sans tweeter', 'Connectique': '1 × Speakon Neutrik, 2 × jack 6,35 mm', 'Construction': 'Contreplaqué bouleau 13 plis, qualité Baltic birch'}",https://www.aguilar.com/products/cabinets/db-115/,,5
01K095X34ZZ2J8RCEGR4939FTT,AMPEG - SVT-810E CLASSIC HERITAGE,Baffles basse,SVT-810E CLASSIC HERITAGE,"Version haut de gamme du célèbre « frigo » Ampeg, le Heritage SVT-810E offre le son rock massif et précis typique de la marque, avec huit HP Eminence US dans un baffle scellé ultra solide, idéal pour les grandes scènes et parfaitement assorti aux têtes SVT Heritage.",10,0,0,0,0,"{'Réponse en fréquence (+/-3dB)': '58 Hz - 5 kHz', 'Fréquence basse utilisable (-10dB)': '40 Hz', 'Puissance RMS': '800 W (mono), 2 x 400 W (stéréo)', 'Puissance crête': '1600 W (mono), 2 x 800 W (stéréo)', 'Impédance': '4 Ω (mono), 8 Ω (stéréo)', 'Sensibilité': '100 dB SPL 1W/1m', 'SPL maximum': '130 dB', 'Connectique': 'Jack 1/4"", Speakon'}",https://ampeg.com/pdf/SVT810EAV.pdf,,1
01K095X34ZZ2J8RCEGR4939FTT,AMPEG - SVT-810E CLASSIC HERITAGE,Baffles basse,SVT-810E CLASSIC HERITAGE,"Version haut de gamme du célèbre « frigo » Ampeg, le Heritage SVT-810E offre le son rock massif et précis typique de la marque, avec huit HP Eminence US dans un baffle scellé ultra solide, idéal pour les grandes scènes et parfaitement assorti aux têtes SVT Heritage.",10,0,0,0,0,"{'Réponse en fréquence (+/-3dB)': '58 Hz - 5 kHz', 'Fréquence basse utilisable (-10dB)': '40 Hz', 'Puissance RMS': '800 W (mono), 2 x 400 W (stéréo)', 'Puissance crête': '1600 W (mono), 2 x 800 W (stéréo)', 'Impédance': '4 Ω (mono), 8 Ω (stéréo)', 'Sensibilité': '100 dB SPL 1W/1m', 'SPL maximum': '130 dB', 'Connectique': 'Jack 1/4"", Speakon'}",https://ampeg.com/pdf/SVT810EAV.pdf,,2
01K095X34ZZ2J8RCEGR4939FTT,AMPEG - SVT-810E CLASSIC HERITAGE,Baffles basse,SVT-810E CLASSIC HERITAGE,"Version haut de gamme du célèbre « frigo » Ampeg, le Heritage SVT-810E offre le son rock massif et précis typique de la marque, avec huit HP Eminence US dans un baffle scellé ultra solide, idéal pour les grandes scènes et parfaitement assorti aux têtes SVT Heritage.",10,0,0,0,0,"{'Réponse en fréquence (+/-3dB)': '58 Hz - 5 kHz', 'Fréquence basse utilisable (-10dB)': '40 Hz', 'Puissance RMS': '800 W (mono), 2 x 400 W (stéréo)', 'Puissance crête': '1600 W (mono), 2 x 800 W (stéréo)', 'Impédance': '4 Ω (mono), 8 Ω (stéréo)', 'Sensibilité': '100 dB SPL 1W/1m', 'SPL maximum': '130 dB', 'Connectique': 'Jack 1/4"", Speakon'}",https://ampeg.com/pdf/SVT810EAV.pdf,,3
01K095X34ZZ2J8RCEGR4939FTT,AMPEG - SVT-810E CLASSIC HERITAGE,Baffles basse,SVT-810E CLASSIC HERITAGE,"Version haut de gamme du célèbre « frigo » Ampeg, le Heritage SVT-810E offre le son rock massif et précis typique de la marque, avec huit HP Eminence US dans un baffle scellé ultra solide, idéal pour les grandes scènes et parfaitement assorti aux têtes SVT Heritage.",10,0,0,0,0,"{'Réponse en fréquence (+/-3dB)': '58 Hz - 5 kHz', 'Fréquence basse utilisable (-10dB)': '40 Hz', 'Puissance RMS': '800 W (mono), 2 x 400 W (stéréo)', 'Puissance crête': '1600 W (mono), 2 x 800 W (stéréo)', 'Impédance': '4 Ω (mono), 8 Ω (stéréo)', 'Sensibilité': '100 dB SPL 1W/1m', 'SPL maximum': '130 dB', 'Connectique': 'Jack 1/4"", Speakon'}",https://ampeg.com/pdf/SVT810EAV.pdf,,4
01K095X34ZZ2J8RCEGR4939FTT,AMPEG - SVT-810E CLASSIC HERITAGE,Baffles basse,SVT-810E CLASSIC HERITAGE,"Version haut de gamme du célèbre « frigo » Ampeg, le Heritage SVT-810E offre le son rock massif et précis typique de la marque, avec huit HP Eminence US dans un baffle scellé ultra solide, idéal pour les grandes scènes et parfaitement assorti aux têtes SVT Heritage.",10,0,0,0,0,"{'Réponse en fréquence (+/-3dB)': '58 Hz - 5 kHz', 'Fréquence basse utilisable (-10dB)': '40 Hz', 'Puissance RMS': '800 W (mono), 2 x 400 W (stéréo)', 'Puissance crête': '1600 W (mono), 2 x 800 W (stéréo)', 'Impédance': '4 Ω (mono), 8 Ω (stéréo)', 'Sensibilité': '100 dB SPL 1W/1m', 'SPL maximum': '130 dB', 'Connectique': 'Jack 1/4"", Speakon'}",https://ampeg.com/pdf/SVT810EAV.pdf,,5
01K095X5SP703D7ZCX418PSXCD,AMPEG  - SVT-610HLF,Baffles basse,SVT-610HLF,Enceinte polyvalente 6x10 offrant un équilibre optimal entre graves profonds et aigus cristallins grâce à son pavillon 1 intégré. Idéale pour bassistes modernes recherchant puissance et clarté tonale.,4,0,0,0,0,"{'Réponse en fréquence (-3 dB)': '53 Hz – 18 kHz', 'Fréquence basse utilisable (-10 dB)': '42 Hz', 'Puissance admissible RMS': '600 W', 'Puissance crête': '1200 W', 'Impédance nominale': '4 Ω', 'Sensibilité': '98 dB SPL (1 W/1 m)', 'Niveau de pression sonore max': '125 dB', 'Configuration des haut-parleurs': '6 x 10″ + 1 pavillon HF', 'Type de caisse': 'Bass-reflex frontal', 'Réglage du tweeter': 'Atténuateur HF variable (L-Pad)', 'Fréquence de coupure du pavillon': '5 kHz', 'Connectique': '2 x Speakon, 2 x jack 6,35 mm (parallèle)'}",https://ampeg.com/pdf/SVT610HLF.pdf,,1
01K095X5SP703D7ZCX418PSXCD,AMPEG  - SVT-610HLF,Baffles basse,SVT-610HLF,Enceinte polyvalente 6x10 offrant un équilibre optimal entre graves profonds et aigus cristallins grâce à son pavillon 1 intégré. Idéale pour bassistes modernes recherchant puissance et clarté tonale.,4,0,0,0,0,"{'Réponse en fréquence (-3 dB)': '53 Hz – 18 kHz', 'Fréquence basse utilisable (-10 dB)': '42 Hz', 'Puissance admissible RMS': '600 W', 'Puissance crête': '1200 W', 'Impédance nominale': '4 Ω', 'Sensibilité': '98 dB SPL (1 W/1 m)', 'Niveau de pression sonore max': '125 dB', 'Configuration des haut-parleurs': '6 x 10″ + 1 pavillon HF', 'Type de caisse': 'Bass-reflex frontal', 'Réglage du tweeter': 'Atténuateur HF variable (L-Pad)', 'Fréquence de coupure du pavillon': '5 kHz', 'Connectique': '2 x Speakon, 2 x jack 6,35 mm (parallèle)'}",https://ampeg.com/pdf/SVT610HLF.pdf,,2
01K095X5SP703D7ZCX418PSXCD,AMPEG  - SVT-610HLF,Baffles basse,SVT-610HLF,Enceinte polyvalente 6x10 offrant un équilibre optimal entre graves profonds et aigus cristallins grâce à son pavillon 1 intégré. Idéale pour bassistes modernes recherchant puissance et clarté tonale.,4,0,0,0,0,"{'Réponse en fréquence (-3 dB)': '53 Hz – 18 kHz', 'Fréquence basse utilisable (-10 dB)': '42 Hz', 'Puissance admissible RMS': '600 W', 'Puissance crête': '1200 W', 'Impédance nominale': '4 Ω', 'Sensibilité': '98 dB SPL (1 W/1 m)', 'Niveau de pression sonore max': '125 dB', 'Configuration des haut-parleurs': '6 x 10″ + 1 pavillon HF', 'Type de caisse': 'Bass-reflex frontal', 'Réglage du tweeter': 'Atténuateur HF variable (L-Pad)', 'Fréquence de coupure du pavillon': '5 kHz', 'Connectique': '2 x Speakon, 2 x jack 6,35 mm (parallèle)'}",https://ampeg.com/pdf/SVT610HLF.pdf,,3
01K095X5SP703D7ZCX418PSXCD,AMPEG  - SVT-610HLF,Baffles basse,SVT-610HLF,Enceinte polyvalente 6x10 offrant un équilibre optimal entre graves profonds et aigus cristallins grâce à son pavillon 1 intégré. Idéale pour bassistes modernes recherchant puissance et clarté tonale.,4,0,0,0,0,"{'Réponse en fréquence (-3 dB)': '53 Hz – 18 kHz', 'Fréquence basse utilisable (-10 dB)': '42 Hz', 'Puissance admissible RMS': '600 W', 'Puissance crête': '1200 W', 'Impédance nominale': '4 Ω', 'Sensibilité': '98 dB SPL (1 W/1 m)', 'Niveau de pression sonore max': '125 dB', 'Configuration des haut-parleurs': '6 x 10″ + 1 pavillon HF', 'Type de caisse': 'Bass-reflex frontal', 'Réglage du tweeter': 'Atténuateur HF variable (L-Pad)', 'Fréquence de coupure du pavillon': '5 kHz', 'Connectique': '2 x Speakon, 2 x jack 6,35 mm (parallèle)'}",https://ampeg.com/pdf/SVT610HLF.pdf,,4
01K095X5SP703D7ZCX418PSXCD,AMPEG  - SVT-610HLF,Baffles basse,SVT-610HLF,Enceinte polyvalente 6x10 offrant un équilibre optimal entre graves profonds et aigus cristallins grâce à son pavillon 1 intégré. Idéale pour bassistes modernes recherchant puissance et clarté tonale.,4,0,0,0,0,"{'Réponse en fréquence (-3 dB)': '53 Hz – 18 kHz', 'Fréquence basse utilisable (-10 dB)': '42 Hz', 'Puissance admissible RMS': '600 W', 'Puissance crête': '1200 W', 'Impédance nominale': '4 Ω', 'Sensibilité': '98 dB SPL (1 W/1 m)', 'Niveau de pression sonore max': '125 dB', 'Configuration des haut-parleurs': '6 x 10″ + 1 pavillon HF', 'Type de caisse': 'Bass-reflex frontal', 'Réglage du tweeter': 'Atténuateur HF variable (L-Pad)', 'Fréquence de coupure du pavillon': '5 kHz', 'Connectique': '2 x Speakon, 2 x jack 6,35 mm (parallèle)'}",https://ampeg.com/pdf/SVT610HLF.pdf,,5
01K095X8EK9118HMMJ36RDNAH9,AMPEG - SVT-410HLF,Baffles basse,SVT-410HLF,"Enceinte de basse 4x10 polyvalente, dotée de quatre haut-parleurs Eminence de 10 pouces et d'un tweeter à compression. Délivre des basses profondes jusqu'à 28Hz avec une réactivité transiente supérieure aux configurations 15 ou 18. Design compact et portable avec roulettes, poignées renforcées et contrôle de niveau HF ajustable. Référence incontournable pour musiciens exigeants.",900,0,0,0,0,"{'Réponse en fréquence (+/-3 dB)': '48 Hz – 18 kHz', 'Fréquence utilisable (-10 dB)': '28 Hz', 'Puissance RMS': '500 W', 'Puissance crête': '1000 W', 'Impédance': '4 Ohms', 'Sensibilité': '98 dB SPL (1 W/1 m)', 'SPL maximum': '125 dB', 'Haut-parleurs': '4 x 10"" custom 100 W pour les basses', 'Tweeter': '1 pavillon haute fréquence avec atténuateur de niveau', 'Type de charge': 'Baffle bass-reflex accordé', 'Connectique': 'Entrées / sorties Speakon et jack 6,35 mm', 'Type': 'Baffle 2 voies pour basse électrique'}",https://ampeg.com/pdf/SVT-410HLF.pdf,,1
01K095X8EK9118HMMJ36RDNAH9,AMPEG - SVT-410HLF,Baffles basse,SVT-410HLF,"Enceinte de basse 4x10 polyvalente, dotée de quatre haut-parleurs Eminence de 10 pouces et d'un tweeter à compression. Délivre des basses profondes jusqu'à 28Hz avec une réactivité transiente supérieure aux configurations 15 ou 18. Design compact et portable avec roulettes, poignées renforcées et contrôle de niveau HF ajustable. Référence incontournable pour musiciens exigeants.",900,0,0,0,0,"{'Réponse en fréquence (+/-3 dB)': '48 Hz – 18 kHz', 'Fréquence utilisable (-10 dB)': '28 Hz', 'Puissance RMS': '500 W', 'Puissance crête': '1000 W', 'Impédance': '4 Ohms', 'Sensibilité': '98 dB SPL (1 W/1 m)', 'SPL maximum': '125 dB', 'Haut-parleurs': '4 x 10"" custom 100 W pour les basses', 'Tweeter': '1 pavillon haute fréquence avec atténuateur de niveau', 'Type de charge': 'Baffle bass-reflex accordé', 'Connectique': 'Entrées / sorties Speakon et jack 6,35 mm', 'Type': 'Baffle 2 voies pour basse électrique'}",https://ampeg.com/pdf/SVT-410HLF.pdf,,2
01K095X8EK9118HMMJ36RDNAH9,AMPEG - SVT-410HLF,Baffles basse,SVT-410HLF,"Enceinte de basse 4x10 polyvalente, dotée de quatre haut-parleurs Eminence de 10 pouces et d'un tweeter à compression. Délivre des basses profondes jusqu'à 28Hz avec une réactivité transiente supérieure aux configurations 15 ou 18. Design compact et portable avec roulettes, poignées renforcées et contrôle de niveau HF ajustable. Référence incontournable pour musiciens exigeants.",900,0,0,0,0,"{'Réponse en fréquence (+/-3 dB)': '48 Hz – 18 kHz', 'Fréquence utilisable (-10 dB)': '28 Hz', 'Puissance RMS': '500 W', 'Puissance crête': '1000 W', 'Impédance': '4 Ohms', 'Sensibilité': '98 dB SPL (1 W/1 m)', 'SPL maximum': '125 dB', 'Haut-parleurs': '4 x 10"" custom 100 W pour les basses', 'Tweeter': '1 pavillon haute fréquence avec atténuateur de niveau', 'Type de charge': 'Baffle bass-reflex accordé', 'Connectique': 'Entrées / sorties Speakon et jack 6,35 mm', 'Type': 'Baffle 2 voies pour basse électrique'}",https://ampeg.com/pdf/SVT-410HLF.pdf,,3
