id	name	type	model	description	price	length_cm	height_cm	width_cm	weight_kg	technical_specs	technical_doc	category_name	supercategory
01K095TY832HMKF2XG2E6NF7BJ	MARKBASS - LITTLE MARK III	Tête Basse	LITTLE MARK III									Tête Basse	Bass
01K095V0VDH1BYPK83ASG972YH	MARKBASS  - TTE500 RANDY JACKSON	Tête Basse	TTE500 RANDY JACKSON									Tête Basse	Bass
01K095V3E01FV04XR4JP3XDHYD	MARKBASS  - MOMARK TA500	Tête Basse	MOMARK TA500									Tête Basse	Bass
01K095V61WXHTBEVE2Z7W9911E	MARKBASS  - SA450	Tête Basse	SA450									Tête Basse	Bass
01K095V8N7K0QV5G142SF3TMB1	MESA BOOGIE  - 400 PLUS	Tête Basse	400 PLUS									Tête Basse	Bass
01K095VBAP32XRM3VJY1JBF1EH	ORANGE - AD200BMKIII	Tête Basse	AD200BMKIII									Tête Basse	Bass
01K095VDYGS0565BXGYBBSAHYZ	SWR  - SM400	Tête Basse	SM400									Tête Basse	Bass
01K095VGJ4RDGY0DGBYZ1ZPM95	SWR  - SM500	Tête Basse	SM500									Tête Basse	Bass
01K095VK652VQS8478ER4GHKE1	SWR  - SM900	Tête Basse	SM900									Tête Basse	Bass
01K095VNVHD34FSCAG27FE2TGM	SWR - 750X	Tête Basse	750X									Tête Basse	Bass
01K095VRFNKP34G5C39DMPDW93	TC ELECTRONIC  - RH750	Tête Basse	RH750									Tête Basse	Bass
01K095VV3HPDP0QTPYVEZZDVH9	TRACE ELLIOT  - AH1000	Tête Basse	AH1000									Tête Basse	Bass
01K095VXRBZJRW4NRSCTWW4NBG	TRACE ELLIOT  - AH350SMX	Tête Basse	AH350SMX									Tête Basse	Bass
01K095W0D90WBYM000EKFMHWRF	TRACE ELLIOT  - AH500	Tête Basse	AH500									Tête Basse	Bass
01K42SG0SAJ6FDXG41GMGQ6QBJ	ASHDOWN - AL-JJ500	Tête Basse	AL-JJ500	<p>L&rsquo;Ashdown AL-JJ500 est une t&ecirc;te d&rsquo;ampli basse haut de gamme d&eacute;velopp&eacute;e en collaboration avec JJ Burnel (The Stranglers) et con&ccedil;ue pour un usage professionnel sc&eacute;nique ou studio. Elle d&eacute;livre 575 watts RMS sous 4 ohms, offrant une dynamique impressionnante et une grande rapidit&eacute; de r&eacute;ponse. Elle dispose d&rsquo;entr&eacute;es instrument classique (jack) et XLR sym&eacute;trique pour un signal propre, d&rsquo;un vum&egrave;tre lumineux pour le r&eacute;glage pr&eacute;cis du gain, ainsi que d&rsquo;un &eacute;galiseur graphique 12 bandes commutable en fa&ccedil;ade.</p>	460	325.0	195.0	525.0	14.0	"[{""key"":""Power Output"",""value"":""575W""},{""key"":""DI Output"",""value"":""600 Ohm balanced \/ Level -20dBu nominal""},{""key"":""Tuner Output"",""value"":""Impedance 22k Ohm \/ Level 0dBu nominal""},{""key"":""Impedance"",""value"":""4 Ohm""},{""key"":""EQ"",""value"":""+\/- 15dB @ 12 centre Frequencies""},{""key"":""Effects Send"",""value"":""Impedance 22k Ohm \/ Level 0dBu nominal""},{""key"":""Effects Return"",""value"":""Impedance 10k Ohms \/ Level 0dBu nominal""}]"		Tête Basse	Bass
01K42SG0ZJ2C12GV8C8J56FD6Q	EDEN - WT-PRO 600	Tête Basse	WTP600 World Tour Pro 600-Watt Bass Head	<p>L&rsquo;Eden WTP Pro 600 est une t&ecirc;te d&rsquo;ampli basse hybride offrant 600 watts sous 4 ohms. Elle int&egrave;gre un pr&eacute;ampli &agrave; deux lampes, permettant de doser la chaleur du son via le contr&ocirc;le de Tube Mix. Dot&eacute;e d&rsquo;un EQ param&eacute;trique 5 bandes, d&rsquo;un compresseur studio complet (contr&ocirc;le du ratio et de l&rsquo;intensit&eacute;, indicateur &agrave; 3 niveaux), d&rsquo;un circuit Enhance pour &eacute;largir la dynamique sonore, et d&rsquo;entr&eacute;es pour basses actives et passives. L&rsquo;ampli b&eacute;n&eacute;ficie d&rsquo;une construction robuste en acier et d&rsquo;un syst&egrave;me de refroidissement efficace (double ventilateur), garantissant fiabilit&eacute; et stabilit&eacute; sur sc&egrave;ne.</p>	600	37.0	8.8	41.0	13.0	"[{""key"":""Ann\u00e9es"",""value"":""2010's""},{""key"":""Puissance de sortie"",""value"":""600 Watts""},{""key"":""Imp\u00e9dance"",""value"":""4 ohms""},{""key"":""canaux"",""value"":""1""},{""key"":""Nombre d\u2019entr\u00e9es"",""value"":""2 entr\u00e9es""},{""key"":""EQ"",""value"":""param\u00e9trique 5 bandes""},{""key"":""compresseur studio complet"",""value"":""contr\u00f4le du ratio et de l\u2019intensit\u00e9, indicateur \u00e0 3 niveaux""}]"		Tête Basse	Bass
