id	name	type	model	description	price	length_cm	height_cm	width_cm	weight_kg	technical_specs	technical_doc	category_name	supercategory
01K0BSBHM7J5W0QGNND55FW1BC	FENDER - STRATOCASTER GAUCHER/LEFTY	Guitares Electriques	STRATOCASTER GAUCHER/LEFTY									Guitares Electriques	Guitars
01K0BSBP2Y1AFYK9HXAF06DCAJ	FENDER - TELECASTER AMERICAN ORIGINAL ‘50 BUTTERSCOTCH	Guitares Electriques	TELECASTER AMERICAN ORIGINAL ‘50 BUTTERSCOTCH									Guitares Electriques	Guitars
01K0BSBTEB6EVMGCYDXG9EF1S4	FENDER - TELECASTER AMERICAN SPECIAL VINTAGE BLONDE	Guitares Electriques	TELECASTER AMERICAN SPECIAL VINTAGE BLONDE									Guitares Electriques	Guitars
01K0BSBYV4ABXXDMAE2N4Z19ZZ	FENDER  - TELECASTER MIJ BLACK	Guitares Electriques	TELECASTER MIJ BLACK									Guitares Electriques	Guitars
01K0BSC3A65PSJD4WG1C65NNNJ	FENDER  - TELECASTER AMERICAN HONEY BLONDE	Guitares Electriques	TELECASTER AMERICAN HONEY BLONDE									Guitares Electriques	Guitars
01K0BSC7QE05CVBVSA3K67JPV7	FENDER  - TELECASTER LTD MALYSIAN BLACKWOOD P90	Guitares Electriques	TELECASTER LTD MALYSIAN BLACKWOOD P90									Guitares Electriques	Guitars
01K0BSCCA9XDF70FSMC49GJDYG	GIBSON  - ES335 SUNBURST	Guitares Electriques	ES335 SUNBURST									Guitares Electriques	Guitars
01K0BSCGPZ3SJ9T8VT6H26AW1N	GIBSON  - SG '61 REISSUE	Guitares Electriques	SG '61 REISSUE									Guitares Electriques	Guitars
01K0BSCN848M70FVR7ZWQSKFHJ	GIBSON  - LES PAUL PRO '77 VINTAGE	Guitares Electriques	LES PAUL PRO '77 VINTAGE									Guitares Electriques	Guitars
01K0BSCT4GHG9Z0193TXSVJGXV	GIBSON  - LES PAUL TRADITIONAL BLACK	Guitares Electriques	LES PAUL TRADITIONAL BLACK									Guitares Electriques	Guitars
01K0BSCZ12ATBZPZ3VD3GFQGS6	GIBSON - LES PAUL TRADITIONAL HONEY BURST	Guitares Electriques	LES PAUL TRADITIONAL HONEY BURST									Guitares Electriques	Guitars
01K0BSD3XX80WFQBWGGB67E702	GRETSCH  - HOLLOW BODY ORANGE/W BIGSBY	Guitares Electriques	HOLLOW BODY ORANGE/W BIGSBY									Guitares Electriques	Guitars
01K0BSD8XB9JS481EF2E9B95BW	GRETSCH - HOLLOW BODY WHITE/W BIGSBY	Guitares Electriques	HOLLOW BODY WHITE/W BIGSBY									Guitares Electriques	Guitars
01K0BSDDRH00VBXSS22D6N6ZJE	GRETSCH  - HOLLOW BODY GOLD SPARKLE /W BIGSBY	Guitares Electriques	HOLLOW BODY GOLD SPARKLE /W BIGSBY									Guitares Electriques	Guitars
01K0BSDJNYB8T6FYT298YYDEE8	GRETSCH  - PRO JET BLACK	Guitares Electriques	PRO JET BLACK									Guitares Electriques	Guitars
01K0BSDQKFAZD4K4227BBT7R6Z	GRETSCH  - PRO JET GOLD SPARKLE W/BIGSBY	Guitares Electriques	PRO JET GOLD SPARKLE W/BIGSBY									Guitares Electriques	Guitars
01K42RYPP1Z46N2T774N8M2987	FENDER - STRATOCASTER 60th ANNIVERSARY	Guitares Electriques	STRATOCASTER 60th ANNIVERSARY									Guitares Electriques	Guitars
01K42RYQ49ZEVM7WPQCZTENR7E	GIBSON - LES PAUL TOP GOLD	Guitares Electriques	LES PAUL TOP GOLD									Guitares Electriques	Guitars
01K42RYQ92APSAS3JQT5QJTBPD	FENDER - TELECASTER AMERICAN STANDARD	Guitares Electriques	TELECASTER AMERICAN STANDARD									Guitares Electriques	Guitars
01K42RYQF0RSHHFAA6WRJD4ZJ0	GIBSON - SG	Guitares Electriques	SG									Guitares Electriques	Guitars
