id	name	type	model	description	price	length_cm	height_cm	width_cm	weight_kg	technical_specs	technical_doc	category_name	supercategory
01K099RZBQD58Q6ZC0Y1TY6622	LP - COWBELL'S	Percussions Latines	COWBELL'S									Percussions Latines	Drums
01K099S3D52DYV8EFTXNCWRAJT	LP  - CHIMES 25	Percussions Latines	CHIMES 25									Percussions Latines	Drums
01K099S7DEJA1NQ8W2R0ZVK1JN	LP  - TAMBOURIN	Percussions Latines	TAMBOURIN									Percussions Latines	Drums
01K099SBDQ96VHAN123DJ0JYTV	LP  - SHAKER'S	Percussions Latines	SHAKER'S									Percussions Latines	Drums
01K099SFEGTBNAB9CS36562PRN	LP - CHIMES 72	Percussions Latines	CHIMES 72									Percussions Latines	Drums
01K099SKF037Q60WPJCVEFVKTX	LP - MARACAS	Percussions Latines	MARACAS									Percussions Latines	Drums
01K099SQE8VVBGWTV0Z1NA5P6V	LP - UDU'S	Percussions Latines	UDU'S									Percussions Latines	Drums
01K099SVF1G1HP9STTZ7V398B0	LP - TAMBOURIN MOUNT	Percussions Latines	TAMBOURIN MOUNT									Percussions Latines	Drums
01K099SZF4E3ZJYPDNHDR5RSRR	LP  - GUIRO'S	Percussions Latines	GUIRO'S									Percussions Latines	Drums
01K099T3F50Y5SXWFBDBYXKVX1	LP  - TRIANGLE'S	Percussions Latines	TRIANGLE'S									Percussions Latines	Drums
01K099T7ERCN2JW6YYE5V4BRB0	LP - SHEKERE	Percussions Latines	SHEKERE									Percussions Latines	Drums
01K099TBEQTJBSW1EERRZGHW34	LP - BELLTREE	Percussions Latines	BELLTREE									Percussions Latines	Drums
01K099TFE7KA0H3W7PEP9GJFBW	LP - HAND BELLTREE	Percussions Latines	HAND BELLTREE									Percussions Latines	Drums
01K099TKG1HR9ERNEC9BQ2G1S6	LP - JAM BLOCK'S	Percussions Latines	JAM BLOCK'S									Percussions Latines	Drums
01K099TQGHSB97393SCSBE68PJ	LP - AFUCHE CABASA	Percussions Latines	AFUCHE CABASA									Percussions Latines	Drums
01K099TVJ05R9G1YERV42HK1KA	LP - CLAVES	Percussions Latines	CLAVES									Percussions Latines	Drums
01K099TZHZ4QV2TXMRM0H230GC	LP - VIBRASLAP	Percussions Latines	VIBRASLAP									Percussions Latines	Drums
01K099V3JHEVSW7GTVBQWMN0H6	LP  - DJEMBE	Percussions Latines	DJEMBE									Percussions Latines	Drums
01K099V7K0ADAS8FVQM4SJYTBZ	LP - AGOGO'S	Percussions Latines	AGOGO'S									Percussions Latines	Drums
01K099VBMAGJ8DVXMT9GPNYK9P	REMO - ROTOTOM	Percussions Latines	ROTOTOM									Percussions Latines	Drums
01K099VFNDB80D7V8FFXQ16S25	REMO - DJEMBE L MOBLEY	Percussions Latines	DJEMBE L MOBLEY									Percussions Latines	Drums
01K099VKQDCEQQ82JF0RHRAXF5	GON BOPS - CONGAS ACUNA SERIES	Percussions Latines	CONGAS ACUNA SERIES									Percussions Latines	Drums
01K099VQQWJHYC7SGZ7YSBRM73	GON BOPS - BONGOS ACUNA SERIES	Percussions Latines	BONGOS ACUNA SERIES									Percussions Latines	Drums
01K099VVSBS85AX41A0QSR6FN1	GON BOPS - CAJON ACUNA SERIES	Percussions Latines	CAJON ACUNA SERIES									Percussions Latines	Drums
01K099VZT2RPPH1A5ENRZMSRWR	GON BOPS - TIMBALES ACUNA BRASS 14&15	Percussions Latines	TIMBALES ACUNA BRASS 14&15									Percussions Latines	Drums
01K099W3W3VWEHN95CHT5RXWFR	GON BOPS - COWBELL'S ACUNA	Percussions Latines	COWBELL'S ACUNA									Percussions Latines	Drums
01K099W7XSBVTV1PH4ZZMHRRRW	MEINL - CONGAS ARTIST PRO	Percussions Latines	CONGAS ARTIST PRO									Percussions Latines	Drums
01K099WBZ5DF4HJYYXD6G3MY4B	MEINL - TIMBALES ARTIST L CONTE	Percussions Latines	TIMBALES ARTIST L CONTE									Percussions Latines	Drums
01K099WG0Q5864Y1GHXTAJ8ZQ3	MEINL  - BATAS DRUMS	Percussions Latines	BATAS DRUMS									Percussions Latines	Drums
01K099WM3J0SMPQ4RG7B9DB7RM	MEINL  - BONGOS	Percussions Latines	BONGOS									Percussions Latines	Drums
01K099WR5M57XRD2WP6CWAK9FJ	MEINL  - FOOT CABASA	Percussions Latines	FOOT CABASA									Percussions Latines	Drums
01K099WW75WZB8KMFKH2Y1C77A	MEINL  - PANDEIROS	Percussions Latines	PANDEIROS									Percussions Latines	Drums
01K099X09RN2ZJ4Q8KD2TFNGCR	MEINL  - TAMBOURIN'S	Percussions Latines	TAMBOURIN'S									Percussions Latines	Drums
01K099X4C3TN2ZFMKEK9WZ7P6G	SCHLAGWERK - CAJON LA PERU	Percussions Latines	CAJON LA PERU									Percussions Latines	Drums
01K099X8EWN08Q3EQG50M7MVD5	BAUER - CUICA	Percussions Latines	CUICA									Percussions Latines	Drums
01K099XCG77PGM0S128HPEMM2G	CONTEMPORANEA - RIPINIC	Percussions Latines	RIPINIC									Percussions Latines	Drums
01K099XGK449SC1S9NXETXSZN7	ROLAND  - HPD20	Percussions Latines	HPD20									Percussions Latines	Drums
01K099XMP357PJ3MD5KJG6NYW7	DIVER - DOUMBEK	Percussions Latines	DOUMBEK									Percussions Latines	Drums
01K42RYNWA9SZCASVRD3WXYZ02	LP - BONGOS GENERATION 2	Percussions Latines	BONGOS GENERATION 2									Percussions Latines	Drums
01K42RYNCQ1M4Z20X3NMN45C36	LP - BATA	Percussions Latines	BATA									Percussions Latines	Drums
01K42RYNGEGPAB20WK1D3J91TV	MEINL - DJEMBE NATURAL	Percussions Latines	DJEMBE NATURAL									Percussions Latines	Drums
01K42RYNKM7N1SA86QSYXZA5QK	REMO - DJEMBE	Percussions Latines	DJEMBE									Percussions Latines	Drums
01K42RYNPP4TRTYBMFSMXHF9TA	LP - TABLE PERCUSSION 960	Percussions Latines	TABLE PERCUSSION 960									Percussions Latines	Drums
01K42RYNSBG1RSTW4YX82NC7SY	LP - TIMBALES TITO PUENTE	Percussions Latines	TIMBALES TITO PUENTE									Percussions Latines	Drums
01K42RYNZTMX0S1HHWGZGTMP4X	LP - BONGOS GIOVANNI GALAXY	Percussions Latines	BONGOS GIOVANNI GALAXY									Percussions Latines	Drums
01K42RYP3RX4ZDKDG00CQZ9WFQ	LP - CONGA CLASSIC	Percussions Latines	CONGA CLASSIC									Percussions Latines	Drums
01K42RYP6F5NZYTY4R2YMJE2Q5	LP - CONGA PALLADIUM	Percussions Latines	CONGA PALLADIUM									Percussions Latines	Drums
01K42RYP976GKTQJ70NHZ5AB00	LP - Edition Palladium Conga Regular 12	Percussions Latines	Edition Palladium Conga Regular 12									Percussions Latines	Drums
01K42RYPGJVXC27VJQ22MGE8KD	LP - GALAXY CONGAS	Percussions Latines	GALAXY CONGAS									Percussions Latines	Drums
