id	name	type	model	description	price	length_cm	height_cm	width_cm	weight_kg	technical_specs	technical_doc	category_name	supercategory
01K097SENP5CTKZ0547Y9PZ3AP	"GRETSCH - 6x14"" BROOKLYN CREAM OYSTER"	Caisses Claires	"6x14"" BROOKLYN CREAM OYSTER"									Caisses Claires	Drums
01K097SHYSP2DB1ZKRKN9EFAYE	"GRETSCH - 6x14"" RENOWN MAPLE SILVER SLATE"	Caisses Claires	"6x14"" RENOWN MAPLE SILVER SLATE"									Caisses Claires	Drums
01K097SNBC98P1QFP78008RFFH	"GRETSCH  - 5,5x14"" BROOKLYN CREAM OYSTER"	Caisses Claires	"5,5x14"" BROOKLYN CREAM OYSTER"									Caisses Claires	Drums
01K097SRQVVJFSXHYCP58XZWF3	"GRETSCH - 5,5x14"" RENOWN MAPLE SILVER OYSTER"	Caisses Claires	"5,5x14"" RENOWN MAPLE SILVER OYSTER"									Caisses Claires	Drums
01K097SW1ZY8HYF432MVCM6HCF	"GRETSCH - 5x14"" BRONZE"	Caisses Claires	"5x14"" BRONZE"									Caisses Claires	Drums
01K097SZCFZPTZQCW320XPZC5S	"GRETSCH - 5x14""DEEP BLK MARINE PEARL"	Caisses Claires	"5x14""DEEP BLK MARINE PEARL"									Caisses Claires	Drums
01K097T2Q08Y68HB2MGF63GW9D	"GRETSCH  - 5X14"" VINNIE COLAIUTA SIGNATURE"	Caisses Claires	"5X14"" VINNIE COLAIUTA SIGNATURE"									Caisses Claires	Drums
01K097T60GTABVPXMDESP7Z6G1	"GRETSCH - 5x14"" BRASS HAMMERED"	Caisses Claires	"5x14"" BRASS HAMMERED"									Caisses Claires	Drums
01K097T9BAFHSWS7FNJB6H6925	"GRETSCH - 5x14"" MAPLE LACQUER"	Caisses Claires	"5x14"" MAPLE LACQUER"									Caisses Claires	Drums
01K097TCPBJM72DB1EXDGCTED9	"GRETSCH  - 5x14"" BROADKASTER"	Caisses Claires	"5x14"" BROADKASTER"									Caisses Claires	Drums
01K097TG36PNRTKEYPAEPZ7H29	"GRETSCH  - 5x14"" USA MAPLE"	Caisses Claires	"5x14"" USA MAPLE"									Caisses Claires	Drums
01K097TKE7W0BQZWZ9FXAA591S	"GRETSCH  - 5x14"" ROUNDBADGE VINTAGE"	Caisses Claires	"5x14"" ROUNDBADGE VINTAGE"									Caisses Claires	Drums
01K097TPSHAPT47G6MRANWPZ7G	"GRETSCH  - 5x14"" CHROME VINTAGE '80"	Caisses Claires	"5x14"" CHROME VINTAGE '80"									Caisses Claires	Drums
01K097TT461S0DSVHBP6C6TZCF	"GRETSCH  - 4x14"" USA MAPLE SATIN EBONY"	Caisses Claires	"4x14"" USA MAPLE SATIN EBONY"									Caisses Claires	Drums
01K097TXE6YB7V5RNZJTVYHQJ8	"LUDWIG - 5x14"" LB454R RAW BRASS PHONIC"	Caisses Claires	"5x14"" LB454R RAW BRASS PHONIC"									Caisses Claires	Drums
01K097V0QY3VFGTR1CG4JW6R5H	"LUDWIG - 8x14"" LC608 RAW COPPER PHONIC"	Caisses Claires	"8x14"" LC608 RAW COPPER PHONIC"									Caisses Claires	Drums
01K097V43AZNV9TXD1KSCQXAS5	"LUDWIG - 5x14"" LB416 BLACK BEAUTY"	Caisses Claires	"5x14"" LB416 BLACK BEAUTY"									Caisses Claires	Drums
01K097V7ESFSBB2A3CAGW8DF0Z	"LUDWIG - 5x14"" LB416K BLACK BEAUTY HAMMERED"	Caisses Claires	"5x14"" LB416K BLACK BEAUTY HAMMERED"									Caisses Claires	Drums
01K097VAT5P4MCKYH6EYZRTMXD	"LUDWIG - 6,5x14"" LB417 BLACK BEAUTY"	Caisses Claires	"6,5x14"" LB417 BLACK BEAUTY"									Caisses Claires	Drums
01K097VE5JW3TKM2FQ8SKYE3TK	LUDWIG - 6,5x14'' LB407XXCX BLACK BEAUTY 110TH AV	Caisses Claires	6,5x14'' LB407XXCX BLACK BEAUTY 110TH AV									Caisses Claires	Drums
01K097VHGAWGDVRZTRTAHP375J	"LUDWIG - 03x13"" LB553B BLACK BEAUTY"	Caisses Claires	"03x13"" LB553B BLACK BEAUTY"									Caisses Claires	Drums
01K097VMTVQBT5FYPZ2N19HG9Y	"LUDWIG - 5x14"" LM400 SUPRAPHONIC"	Caisses Claires	"5x14"" LM400 SUPRAPHONIC"									Caisses Claires	Drums
01K097VR7CS0NXWNWC5PNFCRD8	"LUDWIG - 6,5x14"" LM402 SUPRAPHONIC"	Caisses Claires	"6,5x14"" LM402 SUPRAPHONIC"									Caisses Claires	Drums
01K097VVJ55MDEVQQM682XPRCP	"LUDWIG - 6,5x14"" LM402 SUPRASENSITIVE VINTAGE '80"	Caisses Claires	"6,5x14"" LM402 SUPRASENSITIVE VINTAGE '80"									Caisses Claires	Drums
01K097VYZQA6A5FB7Y27X259RQ	"LUDWIG - 5x14"" LM404C ACROLITE"	Caisses Claires	"5x14"" LM404C ACROLITE"									Caisses Claires	Drums
01K097W23DBGC7HE9PV05FNEKM	"LUDWIG - 6,5""x14"" LM405C ACROLITE"	Caisses Claires	"6,5""x14"" LM405C ACROLITE"									Caisses Claires	Drums
01K097W5FGF8MNEWZBKEYDJ8Q9	"LUDWIG - 5x14"" ACROLYTE VINTAGE '80"	Caisses Claires	"5x14"" ACROLYTE VINTAGE '80"									Caisses Claires	Drums
01K097W8VCX0Z6MJ59T663K3MS	"LUDWIG - 5x14"" WHITE MARINE VINTAGE '65"	Caisses Claires	"5x14"" WHITE MARINE VINTAGE '65"									Caisses Claires	Drums
01K097WC7S4GYBBTVFX2XP5AYP	"LUDWIG  - 5x14"" MAPLE LIMITED"	Caisses Claires	"5x14"" MAPLE LIMITED"									Caisses Claires	Drums
01K097WFNCX2M1XP6NXMAYV4DR	"MAPEX - 6,5x14"" ORION COFFEE BURST"	Caisses Claires	"6,5x14"" ORION COFFEE BURST"									Caisses Claires	Drums
01K097WK3BZW1KXPCCDKABQ2MK	"MAPEX  - 6x13"" BLACK PANTHER"	Caisses Claires	"6x13"" BLACK PANTHER"									Caisses Claires	Drums
01K097WPG2RBZBDYZZJKTGPQHC	"MAPEX - 4x13"" BRASS MASTER"	Caisses Claires	"4x13"" BRASS MASTER"									Caisses Claires	Drums
01K097WSV9R8BR3XYAN7QJW98M	"PEARL  - 7x14"" MAPLE FREE FLOATING"	Caisses Claires	"7x14"" MAPLE FREE FLOATING"									Caisses Claires	Drums
01K097WX6MEGJQ51JFTGTWEE6E	"PEARL  - 6,5x14"" MASTER PREMIUM LEGEND"	Caisses Claires	"6,5x14"" MASTER PREMIUM LEGEND"									Caisses Claires	Drums
01K097X0KY4VB22K1ZHH7PW6J7	"PEARL  - 6,5x14"" BRASS FREE FLOATING"	Caisses Claires	"6,5x14"" BRASS FREE FLOATING"									Caisses Claires	Drums
01K097X407CBXWMCC8XA21PWT1	"PEARL - 6,5x14"" MAPLE MASTERS SERIE SUNBURST"	Caisses Claires	"6,5x14"" MAPLE MASTERS SERIE SUNBURST"									Caisses Claires	Drums
01K097X7CDTYQM728TB06NJZEP	PEARL - 6,5x14 D.CHAMBERS SIGN SERIE	Caisses Claires	6,5x14 D.CHAMBERS SIGN SERIE									Caisses Claires	Drums
01K097XAT3TQR6R3Q0SM4XY69V	PEARL  - 6,5x14 SENSITONE BRASS	Caisses Claires	6,5x14 SENSITONE BRASS									Caisses Claires	Drums
01K097XE7YWRFM6HTKH3DYZKZ2	"PEARL - 6x14"" SENSITONE BRASS"	Caisses Claires	"6x14"" SENSITONE BRASS"									Caisses Claires	Drums
01K097XHN48QDQKTPW7WFZ5QS8	"PEARL  - 5,5x14"" MASTER PREMIUM LEGEND"	Caisses Claires	"5,5x14"" MASTER PREMIUM LEGEND"									Caisses Claires	Drums
01K097XN23WJ52A08FRDFRS8KA	"PEARL  - 5,5x14"" MASTER PREMIUM MAPLE"	Caisses Claires	"5,5x14"" MASTER PREMIUM MAPLE"									Caisses Claires	Drums
01K097XRESY0CP2ED22P9RMJ0N	"PEARL - 5x14"" MAPLE MASTERS SERIE SILVER"	Caisses Claires	"5x14"" MAPLE MASTERS SERIE SILVER"									Caisses Claires	Drums
01K097XVVMHNWC5V6HZPPS39W1	"PEARL  - 4x14"" BRASS FREE FLOATING"	Caisses Claires	"4x14"" BRASS FREE FLOATING"									Caisses Claires	Drums
01K097XZ92WZ4RNN2P5DFZH838	"PEARL  - 4x14"" MAPLE FREE FLOATING"	Caisses Claires	"4x14"" MAPLE FREE FLOATING"									Caisses Claires	Drums
01K097Y2R11FR5M6NY3BJJDM9Z	"PURESOUND - 5x14"" ALUMINIUM"	Caisses Claires	"5x14"" ALUMINIUM"									Caisses Claires	Drums
01K097Y656J2Z6REH890036HMP	"SAKAE - 5,5x14"" TRILOGY VCO"	Caisses Claires	"5,5x14"" TRILOGY VCO"									Caisses Claires	Drums
01K097Y9KWXD92RJBHADMKYCNN	"SONOR  - 7x13""ASCENT WOOD"	Caisses Claires	"7x13""ASCENT WOOD"									Caisses Claires	Drums
01K097YD0QMYXA3G8TY49XQFMT	"SONOR  - 5,5x14"" S CLASSIX STEEL"	Caisses Claires	"5,5x14"" S CLASSIX STEEL"									Caisses Claires	Drums
01K097YGF03KKHDY7V9S9PZ829	"SONOR  - 6,5x14"" ASCENT STEEL"	Caisses Claires	"6,5x14"" ASCENT STEEL"									Caisses Claires	Drums
01K097YKX6RQ9503X3CT26HY3Y	"SONOR  - 6,5x14"" ASCENT WOOD"	Caisses Claires	"6,5x14"" ASCENT WOOD"									Caisses Claires	Drums
01K097YQE9H43M677XB5Y16DHK	"SONOR  - 5x12"" ARTIST SERIES"	Caisses Claires	"5x12"" ARTIST SERIES"									Caisses Claires	Drums
01K097YTTSX4RYHWTMKWJTR65C	"SONOR - 5x14"" SOUND DESIGNER"	Caisses Claires	"5x14"" SOUND DESIGNER"									Caisses Claires	Drums
01K097YY98PS7JZG9BMW61BM0F	"TAMA  - 5x14"" KENNY ARONOFF SIGN"	Caisses Claires	"5x14"" KENNY ARONOFF SIGN"									Caisses Claires	Drums
01K097Z1NTX4S1GBZSYBGRKWMD	"TAMA  - 5,5x14"" STEWART COPELAND SIGNATURE"	Caisses Claires	"5,5x14"" STEWART COPELAND SIGNATURE"									Caisses Claires	Drums
01K097Z56ZFAP8KG4AX96ND5P5	"TAMA - 5,5x14"" STARCLASSIC MAPLE BLK"	Caisses Claires	"5,5x14"" STARCLASSIC MAPLE BLK"									Caisses Claires	Drums
01K097Z8N7C9JJ18GDRZFD455Y	"TAMA  - 6,5x14"" ARTSTAR SOLID BLACK"	Caisses Claires	"6,5x14"" ARTSTAR SOLID BLACK"									Caisses Claires	Drums
01K097ZC6697P50QSK6Y7FRR9Z	"TAMA - 6,5x14"" SLP BLK"	Caisses Claires	"6,5x14"" SLP BLK"									Caisses Claires	Drums
01K097ZFMDGVN0P7AT278SMVQ4	"YAMAHA  - 7x14"" ABSOLUTE MAPLE CHERRY DARK"	Caisses Claires	"7x14"" ABSOLUTE MAPLE CHERRY DARK"									Caisses Claires	Drums
01K097ZK3YA0ZZARRD05DFVJ23	"YAMAHA  - 7x14"" ABSOLUTE MAPLE BLACK SPARKLE"	Caisses Claires	"7x14"" ABSOLUTE MAPLE BLACK SPARKLE"									Caisses Claires	Drums
01K097ZPKX9A48VXZBCJEY3CZ7	"YAMAHA  - 6,5x14"" BRASS 'NEW'"	Caisses Claires	"6,5x14"" BRASS 'NEW'"									Caisses Claires	Drums
01K097ZT40K9B2V2W2NZ53F4AN	"YAMAHA  - 6x13"" MUSASHI"	Caisses Claires	"6x13"" MUSASHI"									Caisses Claires	Drums
01K097ZXJWESTC7Q5Y5SJ12GCK	"YAMAHA  - 6x14"" BAMBOO"	Caisses Claires	"6x14"" BAMBOO"									Caisses Claires	Drums
01K098011WQNVBJQZXNMJYFHHE	"YAMAHA  - 5,5x14"" COPPER"	Caisses Claires	"5,5x14"" COPPER"									Caisses Claires	Drums
01K09804HWMH8S0K750JEB3NKE	"YAMAHA  - 5,5x14"" MAPLE CUSTOM"	Caisses Claires	"5,5x14"" MAPLE CUSTOM"									Caisses Claires	Drums
01K098080YH0DRS987K1SD4Q75	"YAMAHA  - 5x14"" ABSOLUTE MAPLE SILVER SPRK"	Caisses Claires	"5x14"" ABSOLUTE MAPLE SILVER SPRK"									Caisses Claires	Drums
01K0980BFD8VWA9X8ACZ16G1K6	"YAMAHA  - 5x14"" ABSOLUTE MAPLE CHERRY DARK"	Caisses Claires	"5x14"" ABSOLUTE MAPLE CHERRY DARK"									Caisses Claires	Drums
01K0980F0ASMT529QMCB90GAW6	"YAMAHA  - 5x14"" ABSOLUTE MAPLE  BLACK SPARKLE"	Caisses Claires	"5x14"" ABSOLUTE MAPLE  BLACK SPARKLE"									Caisses Claires	Drums
01K0980JJ4HXRN7KK7J6CJF1PH	"YAMAHA  - 4x14"" ABSOLUTE MAPLE SOLID BLACK"	Caisses Claires	"4x14"" ABSOLUTE MAPLE SOLID BLACK"									Caisses Claires	Drums
01K0980P3GZ1XD8716B1R115D5	"YAMAHA  - 4x14"" BRASS"	Caisses Claires	"4x14"" BRASS"									Caisses Claires	Drums
01K0980SMMVZ1D4Y6WS033DFPJ	"YAMAHA  - 4x14"" COPPER"	Caisses Claires	"4x14"" COPPER"									Caisses Claires	Drums
